period,period_date,year,quarter,sidra_period_code,sidra_period_label,uf,state_abbrev,state_name,macroregion,pnadc_population,pnadc_population_original_unit,unemployment_rate_pnadc,labor_income_real_pnadc,informality_rate_pnadc,formalization_rate_pnadc,income_variable_used,population_concept,formalization_rule,source_system
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,51,MT,Mato Grosso,Center-West,2418000,Mil pessoas,0.047,3201,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,15,PA,Para,North,5616000,Mil pessoas,0.069,2262,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,25,PB,Paraiba,Northeast,2926000,Mil pessoas,0.091,1909,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,26,PE,Pernambuco,Northeast,6942000,Mil pessoas,0.092,2686,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,22,PI,Piaui,Northeast,2471000,Mil pessoas,0.07,1805,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,41,PR,Parana,South,8609000,Mil pessoas,0.045,3393,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,33,RJ,Rio de Janeiro,Southeast,13580000,Mil pessoas,0.069,3287,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,24,RN,Rio Grande do Norte,Northeast,2498000,Mil pessoas,0.11599999999999999,2122,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,11,RO,Rondonia,North,1202000,Mil pessoas,0.052000000000000005,2579,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,14,RR,Roraima,North,309000,Mil pessoas,0.084,3224,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,43,RS,Rio Grande do Sul,South,8885000,Mil pessoas,0.044000000000000004,3400,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,42,SC,Santa Catarina,South,5299000,Mil pessoas,0.027000000000000003,3471,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,28,SE,Sergipe,Northeast,1627000,Mil pessoas,0.09699999999999999,2322,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,35,SP,Sao Paulo,Southeast,34984000,Mil pessoas,0.068,4117,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2012Q4,2012-10-01,2012,4,201204,4 trimestre 2012,17,TO,Tocantins,North,1046000,Mil pessoas,0.077,2520,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,12,AC,Acre,North,540000,Mil pessoas,0.109,2847,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,27,AL,Alagoas,Northeast,2359000,Mil pessoas,0.122,2051,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,13,AM,Amazonas,North,2519000,Mil pessoas,0.10400000000000001,2815,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,16,AP,Amapa,North,506000,Mil pessoas,0.115,2671,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,29,BA,Bahia,Northeast,10932000,Mil pessoas,0.134,2137,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,23,CE,Ceara,Northeast,6636000,Mil pessoas,0.08900000000000001,2157,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,53,DF,Distrito Federal,Center-West,2163000,Mil pessoas,0.09699999999999999,6358,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,32,ES,Espirito Santo,Southeast,2954000,Mil pessoas,0.078,3090,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,52,GO,Goias,Center-West,4988000,Mil pessoas,0.068,3166,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,21,MA,Maranhao,Northeast,4817000,Mil pessoas,0.095,1741,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,31,MG,Minas Gerais,Southeast,16063000,Mil pessoas,0.075,3067,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,50,MS,Mato Grosso do Sul,Center-West,1909000,Mil pessoas,0.048,3241,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,51,MT,Mato Grosso,Center-West,2443000,Mil pessoas,0.057999999999999996,3408,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,15,PA,Para,North,5664000,Mil pessoas,0.078,2297,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,25,PB,Paraiba,Northeast,2942000,Mil pessoas,0.096,1993,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,26,PE,Pernambuco,Northeast,6936000,Mil pessoas,0.107,2810,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,22,PI,Piaui,Northeast,2463000,Mil pessoas,0.084,1949,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,41,PR,Parana,South,8645000,Mil pessoas,0.049,3577,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,33,RJ,Rio de Janeiro,Southeast,13622000,Mil pessoas,0.073,3462,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,24,RN,Rio Grande do Norte,Northeast,2502000,Mil pessoas,0.122,2256,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,11,RO,Rondonia,North,1215000,Mil pessoas,0.062,2667,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,14,RR,Roraima,North,313000,Mil pessoas,0.08900000000000001,3480,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,43,RS,Rio Grande do Sul,South,8922000,Mil pessoas,0.054000000000000006,3638,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,42,SC,Santa Catarina,South,5315000,Mil pessoas,0.037000000000000005,3477,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,28,SE,Sergipe,Northeast,1628000,Mil pessoas,0.11599999999999999,2545,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,35,SP,Sao Paulo,Southeast,35136000,Mil pessoas,0.078,4266,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q1,2013-01-01,2013,1,201301,1 trimestre 2013,17,TO,Tocantins,North,1045000,Mil pessoas,0.09300000000000001,2585,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,12,AC,Acre,North,546000,Mil pessoas,0.095,2668,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,27,AL,Alagoas,Northeast,2359000,Mil pessoas,0.10800000000000001,1993,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,13,AM,Amazonas,North,2528000,Mil pessoas,0.10300000000000001,2730,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,16,AP,Amapa,North,516000,Mil pessoas,0.14400000000000002,2686,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,29,BA,Bahia,Northeast,10954000,Mil pessoas,0.11900000000000001,2061,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,23,CE,Ceara,Northeast,6674000,Mil pessoas,0.085,2158,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,53,DF,Distrito Federal,Center-West,2164000,Mil pessoas,0.092,6134,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,32,ES,Espirito Santo,Southeast,2975000,Mil pessoas,0.077,2966,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,52,GO,Goias,Center-West,5010000,Mil pessoas,0.057999999999999996,3092,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,21,MA,Maranhao,Northeast,4821000,Mil pessoas,0.094,1760,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,31,MG,Minas Gerais,Southeast,16131000,Mil pessoas,0.07,2753,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,50,MS,Mato Grosso do Sul,Center-West,1923000,Mil pessoas,0.05,3048,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,51,MT,Mato Grosso,Center-West,2451000,Mil pessoas,0.045,3284,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,15,PA,Para,North,5691000,Mil pessoas,0.077,2174,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,25,PB,Paraiba,Northeast,2938000,Mil pessoas,0.09,2012,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,26,PE,Pernambuco,Northeast,6983000,Mil pessoas,0.09699999999999999,2730,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,22,PI,Piaui,Northeast,2483000,Mil pessoas,0.075,1892,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,41,PR,Parana,South,8646000,Mil pessoas,0.046,3440,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,33,RJ,Rio de Janeiro,Southeast,13646000,Mil pessoas,0.07,3376,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,24,RN,Rio Grande do Norte,Northeast,2512000,Mil pessoas,0.109,2215,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,11,RO,Rondonia,North,1223000,Mil pessoas,0.048,2500,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,14,RR,Roraima,North,318000,Mil pessoas,0.087,3445,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,43,RS,Rio Grande do Sul,South,8966000,Mil pessoas,0.046,3503,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,42,SC,Santa Catarina,South,5349000,Mil pessoas,0.035,3400,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,28,SE,Sergipe,Northeast,1643000,Mil pessoas,0.114,2472,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,35,SP,Sao Paulo,Southeast,35180000,Mil pessoas,0.075,4174,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q2,2013-04-01,2013,2,201302,2 trimestre 2013,17,TO,Tocantins,North,1055000,Mil pessoas,0.08199999999999999,2600,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,12,AC,Acre,North,553000,Mil pessoas,0.08900000000000001,2738,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,27,AL,Alagoas,Northeast,2354000,Mil pessoas,0.106,2034,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,13,AM,Amazonas,North,2542000,Mil pessoas,0.084,2664,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,16,AP,Amapa,North,515000,Mil pessoas,0.109,2909,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,29,BA,Bahia,Northeast,11018000,Mil pessoas,0.107,2071,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,23,CE,Ceara,Northeast,6719000,Mil pessoas,0.073,2214,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,53,DF,Distrito Federal,Center-West,2174000,Mil pessoas,0.08900000000000001,5956,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,32,ES,Espirito Santo,Southeast,2996000,Mil pessoas,0.07200000000000001,3070,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,52,GO,Goias,Center-West,5038000,Mil pessoas,0.052000000000000005,3192,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,21,MA,Maranhao,Northeast,4821000,Mil pessoas,0.075,1713,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,31,MG,Minas Gerais,Southeast,16171000,Mil pessoas,0.063,2822,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,50,MS,Mato Grosso do Sul,Center-West,1934000,Mil pessoas,0.044000000000000004,3190,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,51,MT,Mato Grosso,Center-West,2460000,Mil pessoas,0.039,3225,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,15,PA,Para,North,5755000,Mil pessoas,0.077,2262,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,25,PB,Paraiba,Northeast,2959000,Mil pessoas,0.086,2064,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,26,PE,Pernambuco,Northeast,7007000,Mil pessoas,0.085,2823,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,22,PI,Piaui,Northeast,2481000,Mil pessoas,0.075,2060,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,41,PR,Parana,South,8687000,Mil pessoas,0.042,3508,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,33,RJ,Rio de Janeiro,Southeast,13681000,Mil pessoas,0.069,3507,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,24,RN,Rio Grande do Norte,Northeast,2530000,Mil pessoas,0.102,2157,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,11,RO,Rondonia,North,1224000,Mil pessoas,0.046,2582,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,14,RR,Roraima,North,319000,Mil pessoas,0.08,3499,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,43,RS,Rio Grande do Sul,South,8976000,Mil pessoas,0.049,3629,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,42,SC,Santa Catarina,South,5371000,Mil pessoas,0.027999999999999997,3448,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,28,SE,Sergipe,Northeast,1640000,Mil pessoas,0.10099999999999999,2460,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,35,SP,Sao Paulo,Southeast,35225000,Mil pessoas,0.07400000000000001,4162,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q3,2013-07-01,2013,3,201303,3 trimestre 2013,17,TO,Tocantins,North,1053000,Mil pessoas,0.062,2414,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q4,2013-10-01,2013,4,201304,4 trimestre 2013,12,AC,Acre,North,556000,Mil pessoas,0.07,2709,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q4,2013-10-01,2013,4,201304,4 trimestre 2013,27,AL,Alagoas,Northeast,2355000,Mil pessoas,0.095,2068,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
2013Q4,2013-10-01,2013,4,201304,4 trimestre 2013,13,AM,Amazonas,North,2548000,Mil pessoas,0.077,2835,,,SIDRA table 6469 variable 5935,Pessoas de 14 anos ou mais de idade,1 - SIDRA table 8529 variable 12466 / 100,SIDRA/PNADCT
